order_item_id,order_id,product_id,quantity,price_at_purchase,order_date,customer_id,total_price,product_name,category,price,supplier_id,revenue
121,6719,38,1,316.8,2024-09-01,295,346.8,Wireless Charger,Electronics,545.44,538,316.8
122,8836,267,1,913.09,2024-03-24,8402,1041.77,Food Processor,Home & Kitchen,961.5,567,913.09
123,1442,809,1,597.64,2024-10-31,310,597.64,Computer Speakers,Electronics,675.3,509,597.64
124,110,559,1,439.18,2024-03-26,1052,439.18,Computer Speakers,Electronics,601.0,559,439.18
125,7440,1665,1,170.56,2024-03-14,8138,170.56,Laptop Stand,Accessories,38.88,565,170.56
126,10364,688,1,646.55,2024-07-21,6951,646.55,Wireless Charger,Electronics,976.37,588,646.55
127,805,1786,1,902.78,2024-05-15,8036,902.78,Standing Desk,Furniture,635.35,586,902.78
128,10816,1997,1,213.19,2024-08-06,6084,213.19,Water Bottle,Home & Kitchen,430.14,597,213.19
129,12195,1826,1,108.56,2024-06-20,2995,108.56,Noise Cancelling Headset,Electronics,608.78,526,108.56
130,25,243,1,660.06,2024-06-02,4363,743.49,Desk Organizer,Accessories,634.6,543,660.06
131,7022,566,1,921.78,2024-10-04,998,921.78,Mechanical Keyboard,Electronics,696.52,566,921.78
132,11203,1457,1,962.27,2024-04-14,9050,1039.64,Bath Towels,Home & Kitchen,580.17,557,962.27
133,10404,1320,1,283.22,2024-03-06,5356,283.22,Wireless Mouse,Electronics,762.64,520,283.22
134,12598,120,1,67.79,2024-08-31,4258,67.79,Wireless Mouse,Electronics,549.23,520,67.79
135,14612,1020,1,785.89,2024-11-03,8720,785.89,Wireless Mouse,Electronics,269.25,520,785.89
136,8811,383,1,326.87,2024-05-27,1097,326.87,WiFi Router,Electronics,122.74,583,326.87
137,11165,1023,1,681.06,2024-06-12,7748,681.06,Bookshelf,Furniture,816.61,523,681.06
138,8843,1435,1,751.15,2024-05-16,8400,751.15,Smartphone Case,Accessories,265.17,535,751.15
139,13540,453,1,625.83,2024-05-17,9881,625.83,Document Scanner,Electronics,355.12,553,625.83
140,1519,29,1,991.71,2023-12-05,9821,991.71,Storage Containers,Home & Kitchen,916.26,529,991.71
141,11963,685,1,20.95,2024-06-01,5470,20.95,Smartphone Case,Accessories,254.38,585,20.95
142,9297,1367,1,723.73,2023-12-19,6251,762.83,Food Processor,Home & Kitchen,726.93,567,723.73
143,4795,505,1,419.09,2023-11-19,3559,419.09,Tablet Stand,Accessories,929.66,505,419.09
144,2743,564,1,383.03,2024-10-15,3906,388.1,Toaster Oven,Home & Kitchen,392.09,564,383.03
145,758,913,1,462.32,2023-11-09,1922,537.5,Phone Grip,Accessories,405.35,513,462.32
146,619,863,1,711.02,2024-05-17,1264,711.02,Phone Grip,Accessories,248.46,563,711.02
147,1895,1818,1,521.09,2024-08-19,2672,525.43,Monitor Stand,Furniture,381.81,518,521.09
148,1863,65,1,690.08,2024-05-26,5094,690.08,Laptop Stand,Accessories,599.96,565,690.08
149,1971,679,1,855.64,2024-07-10,5853,855.64,Storage Containers,Home & Kitchen,869.17,579,855.64
150,14965,990,1,668.39,2023-12-01,2213,668.39,USB-C Hub,Electronics,324.25,590,668.39
151,13203,414,1,601.91,2024-10-01,5168,602.93,Toaster Oven,Home & Kitchen,954.56,514,601.91
152,3237,1087,1,275.23,2024-10-09,1842,298.97,Throw Pillows,Home & Kitchen,889.82,587,275.23
153,4317,995,1,750.78,2024-04-14,6220,750.78,Desk Lamp,Home & Kitchen,202.99,595,750.78
154,6200,736,1,260.74,2024-09-14,2890,293.26,Standing Desk,Furniture,581.83,536,260.74
155,2060,1164,1,332.39,2024-05-12,6976,336.6,Toaster Oven,Home & Kitchen,789.37,564,332.39
156,5192,230,1,390.76,2024-03-13,1300,390.76,Kitchen Blender,Home & Kitchen,300.28,530,390.76
157,2456,664,1,595.68,2024-09-28,5090,595.68,Toaster Oven,Home & Kitchen,767.97,564,595.68
158,9613,131,1,978.68,2024-10-14,1373,981.55,Wall Clock,Home & Kitchen,710.47,531,978.68
159,4936,1022,1,672.59,2024-04-25,8686,672.59,Microphone,Electronics,260.18,522,672.59
160,9314,997,1,210.36,2024-02-21,9893,210.36,Water Bottle,Home & Kitchen,864.32,597,210.36
161,3024,730,1,828.39,2024-08-07,8657,828.39,Kitchen Blender,Home & Kitchen,289.2,530,828.39
162,11719,856,1,307.32,2024-08-30,1146,307.32,Drawer Unit,Furniture,783.16,556,307.32
163,4994,1519,1,795.2,2024-07-17,397,828.74,Laptop Sleeve,Accessories,820.14,519,795.2
164,3118,718,1,92.9,2024-05-28,4393,92.9,Monitor Stand,Furniture,54.43,518,92.9
165,12642,1231,1,189.3,2024-05-19,6819,189.3,Wall Clock,Home & Kitchen,677.45,531,189.3
166,4403,1356,1,307.27,2024-01-20,6152,307.27,Drawer Unit,Furniture,681.13,556,307.27
167,11452,611,1,811.09,2024-04-05,5710,812.23,Gaming Mouse Pad,Accessories,47.42,511,811.09
168,13117,1496,1,215.26,2024-03-11,2337,284.83,4K Monitor,Electronics,181.87,596,215.26
169,14701,1302,1,729.98,2024-07-20,2415,791.33,Coffee Maker,Home & Kitchen,636.56,502,729.98
170,4496,1364,1,735.08,2024-01-06,1376,735.08,Toaster Oven,Home & Kitchen,525.95,564,735.08
171,801,1092,1,288.47,2024-06-26,7660,288.47,Electric Kettle,Home & Kitchen,359.63,592,288.47
172,12529,594,1,33.26,2023-12-20,4795,33.26,Screen Protector,Accessories,878.54,594,33.26
173,13304,55,1,487.73,2024-02-07,5944,487.73,Tablet Stand,Accessories,674.61,555,487.73
174,10920,1465,1,173.15,2024-10-27,8778,305.31,Laptop Stand,Accessories,678.0,565,173.15
175,14837,1361,1,928.09,2024-08-20,3253,928.09,Gaming Mouse Pad,Accessories,258.49,561,928.09
176,5482,594,1,685.78,2023-11-14,3546,685.78,Screen Protector,Accessories,878.54,594,685.78
177,6076,529,1,94.58,2024-04-14,562,161.9,Storage Containers,Home & Kitchen,289.53,529,94.58
178,12167,1319,1,228.54,2024-08-08,8823,228.54,Laptop Sleeve,Accessories,413.24,519,228.54
179,8749,1042,1,627.19,2023-11-14,1507,691.12,Electric Kettle,Home & Kitchen,154.16,542,627.19
180,12848,1407,1,944.88,2023-11-14,5591,944.88,Bath Towels,Home & Kitchen,349.46,507,944.88
181,6606,963,1,386.82,2024-04-15,8536,386.82,Phone Grip,Accessories,290.96,563,386.82
182,1341,147,1,225.59,2024-06-05,7769,249.05,Water Bottle,Home & Kitchen,114.1,547,225.59
183,9355,605,1,166.22,2023-12-24,9995,166.22,Tablet Stand,Accessories,379.32,505,166.22
184,3934,516,1,237.73,2024-03-11,3940,244.99,Mechanical Keyboard,Electronics,40.03,516,237.73
185,12220,177,1,538.82,2024-07-17,981,602.72,Smart Watch,Electronics,881.44,577,538.82
186,5135,89,1,464.03,2023-11-20,6566,464.03,Wireless Presenter,Electronics,244.38,589,464.03
187,5962,162,1,101.76,2024-05-28,5113,136.8,Rice Cooker,Home & Kitchen,141.76,562,101.76
188,6520,1811,1,918.3,2024-04-28,2911,923.96,Gaming Mouse Pad,Accessories,523.67,511,918.3
189,8385,1941,1,746.88,2023-11-13,9002,774.8,Wireless Earbuds,Electronics,32.83,541,746.88
190,7319,659,1,748.08,2024-09-30,1917,748.08,Computer Speakers,Electronics,70.66,559,748.08
191,14502,5,1,548.83,2024-03-16,6028,609.37,Tablet Stand,Accessories,388.17,505,548.83
192,14058,1387,1,974.41,2024-04-05,9851,974.41,Throw Pillows,Home & Kitchen,125.63,587,974.41
193,10023,652,1,338.36,2024-10-29,5735,415.52,Coffee Maker,Home & Kitchen,196.89,552,338.36
194,11820,1422,1,158.26,2024-09-20,6979,158.26,Microphone,Electronics,346.15,522,158.26
195,4599,648,1,791.07,2024-07-09,6552,791.07,File Cabinet,Furniture,951.43,548,791.07
196,6660,1033,1,480.41,2024-06-20,529,519.85,WiFi Router,Electronics,339.34,533,480.41
197,5814,1024,1,458.23,2024-01-25,623,458.23,Portable Charger,Accessories,146.82,524,458.23
198,13995,854,1,110.03,2024-04-01,9198,110.03,Desk Mat,Accessories,450.46,554,110.03
199,2339,566,1,879.59,2024-03-22,9564,879.59,Mechanical Keyboard,Electronics,696.52,566,879.59
200,327,1130,1,622.32,2024-02-08,2286,622.32,Kitchen Blender,Home & Kitchen,270.63,530,622.32
201,3134,832,1,971.61,2024-09-03,1654,971.61,Storage Shelf,Furniture,779.33,532,971.61
202,2034,434,1,416.78,2024-10-03,1954,452.92,Air Purifier,Home & Kitchen,327.19,534,416.78
203,7228,589,1,723.82,2024-01-15,3086,723.82,Wireless Presenter,Electronics,108.21,589,723.82
204,3777,1103,1,169.4,2024-09-24,9994,244.16,Document Scanner,Electronics,856.12,503,169.4
205,14350,1425,1,139.79,2024-04-03,9389,139.79,Bluetooth Headphones,Electronics,539.14,525,139.79
206,5177,1182,1,873.1,2024-01-28,3480,873.1,Storage Shelf,Furniture,937.93,582,873.1
207,7399,1680,1,35.16,2024-07-31,5426,35.16,Kitchen Blender,Home & Kitchen,146.79,580,35.16
208,2311,364,1,644.95,2024-09-08,3405,644.95,Toaster Oven,Home & Kitchen,517.59,564,644.95
209,3801,577,1,980.2,2024-01-18,9064,981.33,Smart Watch,Electronics,157.29,577,980.2
210,3794,1153,1,793.91,2024-06-04,1047,793.91,Document Scanner,Electronics,163.03,553,793.91
211,2973,383,1,439.5,2024-04-05,9587,439.5,WiFi Router,Electronics,122.74,583,439.5
212,7615,909,1,616.84,2024-04-30,5829,644.44,Computer Speakers,Electronics,309.12,509,616.84
213,11586,1980,1,482.08,2024-04-12,5367,482.08,Kitchen Blender,Home & Kitchen,964.36,580,482.08
214,5848,762,1,710.99,2024-07-08,1312,710.99,Rice Cooker,Home & Kitchen,518.3,562,710.99
215,1204,1696,1,762.11,2024-03-03,7975,762.11,4K Monitor,Electronics,6.49,596,762.11
216,10284,1619,1,845.49,2024-10-09,1889,845.49,Laptop Sleeve,Accessories,83.37,519,845.49
217,10102,1005,1,714.15,2024-10-18,4846,714.15,Tablet Stand,Accessories,839.39,505,714.15
218,9614,402,1,938.34,2023-12-28,9646,938.34,Coffee Maker,Home & Kitchen,204.98,502,938.34
219,11784,489,1,191.38,2024-05-26,6858,268.39,Wireless Presenter,Electronics,586.15,589,191.38
220,7853,1350,1,80.33,2024-03-28,8814,80.33,Keyboard Wrist Rest,Accessories,880.89,550,80.33
221,11068,120,1,871.94,2024-03-04,2748,871.94,Wireless Mouse,Electronics,549.23,520,871.94
222,962,470,1,673.68,2024-07-09,8539,673.68,Wireless Mouse,Electronics,89.99,570,673.68
223,8727,1022,1,458.62,2023-11-30,6452,458.62,Microphone,Electronics,260.18,522,458.62
224,12243,1526,1,175.14,2023-12-28,171,210.3,Noise Cancelling Headset,Electronics,593.57,526,175.14
225,8707,1030,1,714.42,2024-02-29,7902,714.42,Kitchen Blender,Home & Kitchen,651.91,530,714.42
226,10390,737,1,583.19,2024-09-03,2530,583.19,Throw Pillows,Home & Kitchen,34.93,537,583.19
227,7732,183,1,236.68,2023-11-20,8640,241.74,WiFi Router,Electronics,503.88,583,236.68
228,12466,773,1,724.06,2024-08-14,625,724.06,Bookshelf,Furniture,807.4,573,724.06
229,12853,1173,1,653.71,2023-11-17,2753,739.57,Bookshelf,Furniture,824.89,573,653.71
230,1046,149,1,871.1,2024-04-12,6827,871.1,Webcam HD,Electronics,652.22,549,871.1
231,11460,302,1,999.24,2023-12-28,9681,999.24,Coffee Maker,Home & Kitchen,160.82,502,999.24
232,13993,496,1,227.35,2023-11-09,4685,227.35,4K Monitor,Electronics,671.47,596,227.35
233,401,1097,1,345.94,2024-08-13,1226,345.94,Water Bottle,Home & Kitchen,40.51,597,345.94
234,6250,631,1,351.41,2024-08-13,6407,379.01,Wall Clock,Home & Kitchen,821.44,531,351.41
235,12533,797,1,250.58,2024-04-16,4621,279.8,Water Bottle,Home & Kitchen,749.98,597,250.58
236,14385,1382,1,347.17,2023-11-12,2587,429.52,Storage Shelf,Furniture,960.83,582,347.17
237,8898,1022,1,171.03,2023-12-09,5054,208.91,Microphone,Electronics,260.18,522,171.03
238,14755,621,1,544.75,2024-02-06,1386,544.75,Power Strip,Electronics,780.5,521,544.75
239,3546,254,1,771.98,2024-08-01,6629,771.98,Desk Mat,Accessories,502.9,554,771.98
240,14238,944,1,700.24,2024-06-28,4800,700.24,Screen Protector,Accessories,602.14,544,700.24
241,2076,1959,1,458.18,2024-03-13,9059,458.18,Computer Speakers,Electronics,920.33,559,458.18
242,13783,1999,1,922.57,2024-06-03,2604,922.57,Webcam HD,Electronics,73.49,599,922.57
243,14096,765,1,580.77,2023-11-26,9420,586.17,Laptop Stand,Accessories,244.39,565,580.77
244,12609,1678,1,445.57,2024-05-01,5858,521.53,Cable Organizer,Accessories,658.23,578,445.57
245,1648,1921,1,415.32,2024-02-15,4080,415.32,Power Strip,Electronics,528.04,521,415.32
246,3217,765,1,248.61,2024-11-01,9197,248.61,Laptop Stand,Accessories,244.39,565,248.61
247,3796,995,1,920.86,2024-07-29,9484,920.86,Desk Lamp,Home & Kitchen,202.99,595,920.86
248,2878,125,1,510.55,2024-01-16,9008,510.55,Bluetooth Headphones,Electronics,785.1,525,510.55
249,4772,1007,1,96.3,2023-11-09,4345,96.3,Bath Towels,Home & Kitchen,42.02,507,96.3
250,2636,515,1,947.89,2024-09-14,8097,947.89,Laptop Stand,Accessories,137.58,515,947.89
251,3138,944,1,853.41,2023-12-17,9626,853.41,Screen Protector,Accessories,602.14,544,853.41
252,5540,1602,1,596.82,2024-03-08,4134,596.82,Coffee Maker,Home & Kitchen,589.1,502,596.82
253,11682,1979,1,363.31,2024-03-22,6878,367.41,Storage Containers,Home & Kitchen,983.99,579,363.31
254,196,1377,1,950.76,2024-02-18,3484,950.76,Smart Watch,Electronics,549.43,577,950.76
255,13610,366,1,732.23,2023-12-24,5615,739.91,Mechanical Keyboard,Electronics,136.29,566,732.23
256,13368,1588,1,845.5,2024-02-01,549,845.5,Wireless Charger,Electronics,568.02,588,845.5
257,5270,334,1,626.23,2023-11-17,9530,633.64,Air Purifier,Home & Kitchen,489.2,534,626.23
258,4968,36,1,792.98,2024-02-16,2784,792.98,Standing Desk,Furniture,788.9,536,792.98
259,12931,928,1,253.91,2023-12-10,9385,253.91,Cable Organizer,Accessories,873.41,528,253.91
260,11284,1705,1,966.7,2024-08-19,7825,972.4,Tablet Stand,Accessories,896.27,505,966.7
261,10978,238,1,591.11,2024-06-22,5917,627.05,Wireless Charger,Electronics,61.99,538,591.11
262,6530,1680,1,963.12,2024-09-05,2298,963.12,Kitchen Blender,Home & Kitchen,146.79,580,963.12
263,3441,1017,1,999.09,2024-08-31,3565,999.09,Food Processor,Home & Kitchen,855.76,517,999.09
264,2509,546,1,499.08,2024-09-03,6453,499.08,4K Monitor,Electronics,532.71,546,499.08
265,13925,281,1,976.9,2024-10-11,390,1105.18,Wall Clock,Home & Kitchen,400.97,581,976.9
266,12693,1183,1,181.88,2023-12-09,9907,312.04,WiFi Router,Electronics,642.47,583,181.88
267,775,140,1,350.05,2024-01-27,9243,370.93,USB-C Hub,Electronics,70.68,540,350.05
268,11067,1295,1,300.08,2024-10-09,368,379.82,Desk Lamp,Home & Kitchen,750.76,595,300.08
269,4023,420,1,739.89,2024-06-02,4487,739.89,Wireless Mouse,Electronics,560.83,520,739.89
